NAME,A,ECC,PER,MSINI,MASS,FE,MSTAR,DATE,R,GRAVITY,DENSITY,DIST,DEC
KOI 379.02,0.174,0,23.13571,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 384.01,0.059,0,5.08006,,3.5511887852878017,,,,0.16504622894926313,,,,
KOI 385.01,0.105,0,13.14494,,4.4316604115714675,,,,0.18378120628944974,,,,
KOI 386.01,0.2,0,31.15857,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 530.01,0.095,0,10.940266,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 531.01,0.038,0,3.6874687,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 532.01,0.052,0,4.221644,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 533.01,0.118,0,16.549414,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 85.02,0.035,0,2.1549189,,1.636197275520205,,,,0.11330200581922387,,,,
KOI 533.02,0.042,0,3.52467,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 534.01,0.064,0,6.400104,,6.494869996356761,,,,0.22125116096982297,,,,
KOI 534.02,0.036,0,2.73589,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 535.01,0.064,0,5.852981,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 536.01,0.579,0,162.3394,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 537.01,0.04,0,2.82021,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 538.01,0.155,0,21.21711,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 2862.01,0.13,0,24.5746,,3.0929647642111058,,,,0.1543405276120136,,,,
KOI 2865.01,0.023,0,1.3115599,,3.2420889703037328,,,,0.15790909472443013,,,,
KOI 2866.01,0.024,0,1.2912683,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 273.01,0.098,0,10.573769,,3.433579119617212,,,,0.16236980361495074,,,,
KOI 2867.02,0.124,0,18.9407,,0.03548200660838684,,,,0.0321171040117485,,,,
KOI 2868.01,0.092,0,10.65272,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 2869.01,0.045,0,3.30026,,2.4013991218536286,,,,0.13649769204993112,,,,
KOI 2871.01,0.101,0,12.10007,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 3060.01,0.076,0,6.913279,,1.0627832054636857,,,,0.09189060314472487,,,,
KOI 3061.01,0.067,0,7.328424,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 3063.01,0.141,0,18.59962,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 3065.01,0.018,0,0.8963702,,3.8335446959011565,,,,0.17129122139599198,,,,
KOI 3066.01,0.151,0,24.22063,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 284.02,0.067,0,6.414833,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 3068.01,0.044,0,3.91676,,1.127535131576966,,,,0.09456702847903725,,,,
KOI 3069.01,0.23,0,43.1028,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 386.02,0.364,0,76.7324,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 387.01,0.098,0,13.899645,,4.979897189827529,,,,0.19448690762669923,,,,
KOI 388.01,0.068,0,6.149362,,9.679367538747362,,,,0.2685346752093416,,,,
KOI 392.01,0.201,0,33.418,,5.412691386937589,,,,0.20251618362963636,,,,
KOI 392.02,0.105,0,12.61102,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 393.01,0.157,0,21.41664,,4.042038314638378,,,,0.17575193028651262,,,,
KOI 69.01,0.053,0,4.7267482,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 398.01,0.25,0,51.846913,,114.41950101322875,,,,0.7226348402643411,,,,
KOI 398.02,0.047,0,4.1800659,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 541.01,0.108,0,13.64625,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 85.03,0.084,0,8.131146,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 542.01,0.229,0,41.88574,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 542.02,0.109,0,13.81752,,2.369178545540351,,,,0.135605550271827,,,,
KOI 543.01,0.049,0,4.302163,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 543.02,0.04,0,3.137852,,2.05927330401414,,,,0.12668413249078572,,,,
KOI 546.01,0.152,0,20.68438,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 546.02,0.093,0,9.82598,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 547.01,0.157,0,25.302868,,15.644230603267582,,,,0.3390138756795675,,,,
KOI 548.01,0.158,0,21.30003,,11.122005248707694,,,,0.28726965254952824,,,,
KOI 2871.02,0.059,0,5.363809,,0.6108613549286276,,,,0.07672419291695474,,,,
KOI 2876.01,0.053,0,5.19531,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 41.03,0.218,0,35.33314,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 274.01,0.127,0,15.09205,,1.2862979976310545,,,,0.1008120209257661,,,,
KOI 2877.01,0.059,0,5.30865,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 2878.01,0.045,0,3.89523,,1.1057321980362427,,,,0.09367488670093312,,,,
KOI 2882.01,0.312,0,75.8632,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 2882.02,0.017,0,0.9867866,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 2883.01,0.088,0,11.95388,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 3071.01,0.158,0,23.9583,,9.156875257919022,,,,0.2613975409845086,,,,
KOI 3072.01,0.15,0,24.33306,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 3073.01,0.071,0,7.409861,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 3075.01,0.051,0,4.76563,,0.6108613549286276,,,,0.07672419291695474,,,,
KOI 3078.01,0.042,0,2.986168,,1.689720228306449,,,,0.11508628937543212,,,,
KOI 284.03,0.066,0,6.178179,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 3083.01,0.092,0,10.18329,,0.8169256420288896,,,,0.08386132714178773,,,,
KOI 3083.02,0.067,0,6.23203,,0.2835590453632506,,,,0.0606656409110805,,,,
KOI 398.03,0.026,0,1.7293718,,2.8055429718676264,,,,0.1472033933871806,,,,
KOI 401.01,0.18,0,29.199,,77.94465152897807,,,,0.6459106473473865,,,,
KOI 401.02,0.559,0,160.017,,80.09568837271686,,,,0.6512634980160111,,,,
KOI 5.02,0.075,0,7.05186,,0.2572019750209891,,,,0.058881357354872245,,,,
KOI 401.03,0.275,0,55.32841,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 403.01,0.146,0,21.056478,,,,,,3.7469954680373245,,,,
KOI 408.01,0.073,0,7.381996,,14.807970875782022,,,,0.33009245789852626,,,,
KOI 408.02,0.105,0,12.56091,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 550.01,0.108,0,13.023636,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 551.01,0.1,0,11.637026,,5.314910887395804,,,,0.20073190007342812,,,,
KOI 551.02,0.062,0,5.688018,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 554.01,0.047,0,3.6584892,,95.83988127653947,,,,0.6869491691401762,,,,
KOI 555.01,0.044,0,3.70173,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 555.02,0.363,0,86.4926,,7.620047450030985,,,,0.2390939965319055,,,,
KOI 557.01,0.112,0,15.65558,,7.38761219196419,,,,0.23552542941948898,,,,
KOI 558.01,0.083,0,9.178475,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 560.01,0.152,0,23.67523,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2886.01,0.018,0,0.88183,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 274.02,0.167,0,22.79519,,1.2862979976310545,,,,0.1008120209257661,,,,
KOI 2890.01,0.086,0,8.9898,,2.337181884446068,,,,0.13471340849372287,,,,
KOI 2894.01,0.09,0,10.31081,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 3083.03,0.081,0,8.29442,,0.1782995983455334,,,,0.05263636490814337,,,,
KOI 3086.01,0.608,0,174.738,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 3088.01,0.045,0,3.48413,,2.599429696425685,,,,0.14185054271855588,,,,
KOI 285.01,0.118,0,13.748778,,13.284116018846886,,,,0.3131417641145478,,,,
KOI 3089.01,0.017,0,0.85857,,2.947451119587408,,,,0.1507719604995971,,,,
KOI 3090.01,0.04,0,3.8222,,2.369178545540351,,,,0.135605550271827,,,,
KOI 3091.01,0.137,0,17.0688,,4.299736465339653,,,,0.18110478095513735,,,,
KOI 408.03,0.191,0,30.82701,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 408.04,0.044,0,3.428129,,1.716814235608721,,,,0.11597843115353625,,,,
KOI 409.01,0.11,0,13.249212,,5.266364538893151,,,,0.199839758295324,,,,
KOI 410.01,0.076,0,7.2168889,,,,,,4.014638001468562,,,,
KOI 412.01,0.049,0,4.1470198,,57.88165220328285,,,,0.5888135735487224,,,,
KOI 413.01,0.114,0,15.228997,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 413.02,0.158,0,24.67424,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 415.01,0.6,0,166.78821,,104.73633970321636,,,,0.7047920047022588,,,,
KOI 416.01,0.127,0,18.20801,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 561.01,0.056,0,5.378901,,3.433579119617212,,,,0.16236980361495074,,,,
KOI 563.01,0.124,0,15.28462,,3.8335446959011565,,,,0.17129122139599198,,,,
KOI 564.01,0.15,0,21.05744,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 564.02,0.5,0,127.90073,,63.62625387351846,,,,0.606656409110805,,,,
KOI 564.03,0.067,0,6.217168,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 89.01,0.465,0,84.68895,,24.23938447554008,,,,0.4193066357089387,,,,
KOI 566.01,0.176,0,25.85515,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 567.01,0.094,0,10.687549,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 567.02,0.144,0,20.30291,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 567.03,0.183,0,29.02277,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 568.01,0.042,0,3.383536,,1.9706544961357595,,,,0.12400770715647336,,,,
KOI 568.02,0.033,0,2.359002,,0.3738115179915656,,,,0.06601849157970524,,,,
KOI 2898.01,0.173,0,25.38408,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 275.01,0.13,0,15.79186,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 2899.01,0.061,0,5.772147,,3.6708375830613647,,,,0.16772265428357547,,,,
KOI 2900.01,0.232,0,46.15186,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 2904.01,0.127,0,16.35841,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 2906.01,0.119,0,13.91167,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 2906.02,0.57,0,145.8781,,3.394828693511331,,,,0.16147766183684661,,,,
KOI 275.02,0.392,0,82.1997,,4.3434831883691345,,,,0.1819969227332415,,,,
KOI 3093.01,0.188,0,29.60904,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 3095.01,0.045,0,3.42387,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 3097.01,0.109,0,11.92196,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 3097.02,0.075,0,6.80273,,1.127535131576966,,,,0.09456702847903725,,,,
KOI 3097.03,0.088,0,8.70295,,1.1495571897780137,,,,0.09545917025714137,,,,
KOI 285.02,0.184,0,26.72428,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 3101.01,0.118,0,14.25652,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 3105.01,0.047,0,4.2131,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 3106.01,0.02,0,0.9689595,,2.369178545540351,,,,0.135605550271827,,,,
KOI 416.02,0.365,0,88.25472,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 417.01,0.14,0,19.193091,,605.988772524798,,,,1.0705701337249498,,,,
KOI 419.01,0.146,0,20.13151,,,,,,2.944067867743612,,,,
KOI 420.01,0.058,0,6.0103736,,14.39870058337815,,,,0.32563174900800557,,,,
KOI 421.01,0.049,0,4.4541913,,550.1677824040634,,,,0.9902773736955787,,,,
KOI 422.01,1.24,0,480,,605.988772524798,,,,1.3382126671561874,,,,
KOI 425.01,0.06,0,5.4283501,,605.988772524798,,,,1.0081202092576613,,,,
KOI 426.01,0.127,0,16.301293,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 427.01,0.157,0,24.614847,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 427.02,0.227,0,42.95011,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 427.03,0.443,0,116.9562,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 569.01,0.136,0,20.72874,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 569.02,0.025,0,1.632916,,1.6628479427786154,,,,0.11419414759732799,,,,
KOI 89.02,0.845,0,207.6035,,50.04835032891129,,,,0.5620493202055987,,,,
KOI 571.01,0.06,0,7.267232,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 571.02,0.09,0,13.343095,,2.947451119587408,,,,0.1507719604995971,,,,
KOI 571.03,0.04,0,3.8868,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 571.04,0.127,0,22.40751,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 572.01,0.095,0,10.640211,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 572.02,0.057,0,4.93892,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 573.01,0.065,0,5.996557,,10.980167249937935,,,,0.28548536899332,,,,
KOI 573.02,0.032,0,2.06187,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 574.01,0.136,0,20.13493,,6.767500143047095,,,,0.22571186986034358,,,,
KOI 574.02,0.087,0,10.40006,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 575.01,0.17,0,24.31587,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2910.01,0.117,0,15.36243,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 2913.01,0.039,0,2.888876,,0.8751104160187617,,,,0.08564561069799599,,,,
KOI 2914.01,0.162,0,21.11761,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 2915.01,0.056,0,5.060925,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 2919.01,0.035,0,2.5225861,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 2920.01,0.068,0,6.739876,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 276.01,0.242,0,41.74591,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 2921.01,0.119,0,16.61492,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 3108.01,0.074,0,7.362798,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 3109.01,0.095,0,10.67605,,2.770628689548617,,,,0.1463112516090765,,,,
KOI 3110.01,0.055,0,4.48483,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 3111.01,0.101,0,10.76792,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 3111.02,0.055,0,4.328542,,1.557573936796813,,,,0.11062558048491149,,,,
KOI 285.03,0.278,0,49.35899,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 3112.01,0.032,0,2.1189121,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 3113.01,0.034,0,2.46055,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 3115.01,0.064,0,5.865937,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 3116.01,0.17,0,23.90908,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 3117.01,0.063,0,6.066634,,2.947451119587408,,,,0.1507719604995971,,,,
KOI 429.01,0.076,0,8.600121,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 430.01,0.088,0,12.376487,,5.218047376306667,,,,0.19894761651721984,,,,
KOI 430.02,0.073,0,9.34037,,0.4256519795014262,,,,0.06869491691401762,,,,
KOI 431.01,0.13,0,18.870214,,10.980167249937935,,,,0.28548536899332,,,,
KOI 431.02,0.238,0,46.90191,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 432.01,0.06,0,5.2634076,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 433.01,0.046,0,4.0304645,,23.188952622555195,,,,0.41038521792789745,,,,
KOI 433.02,0.859,0,328.2402,,410.84581366374294,,,,0.9545917025714136,,,,
KOI 435.01,0.148,0,20.54975513,,13.995330267492003,,,,0.321171040117485,,,,
KOI 435.02,1.727,0,815,,156.0530860826696,,,,0.78508476473163,,,,
KOI 438.01,0.055,0,5.931217,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 577.01,0.227,0,39.67866,,11.918871045748526,,,,0.2970832121086736,,,,
KOI 578.01,0.068,0,6.41246,,17.387757800424883,,,,0.35685671124164997,,,,
KOI 579.01,0.029,0,2.020012,,2.337181884446068,,,,0.13471340849372287,,,,
KOI 579.02,0.044,0,3.763008,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 580.01,0.068,0,6.521234,,9.221371116070618,,,,0.2622896827626127,,,,
KOI 581.01,0.07,0,6.996922,,10.013505450585374,,,,0.27299538409986224,,,,
KOI 581.02,0.546,0,151.8654,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 92.01,0.327,0,65.70462,,11.845256035074156,,,,0.29619107033056946,,,,
KOI 582.02,0.125,0,17.73857,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 582.03,0.085,0,9.939543,,1.9415604555609163,,,,0.12311556537836923,,,,
KOI 583.01,0.036,0,2.437018,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 584.01,0.087,0,9.926733,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 2923.01,0.059,0,5.838972,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 2924.01,0.03,0,2.27953,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 2926.01,0.084,0,12.281,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 2926.02,0.049,0,5.5351,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 2927.01,0.167,0,24.43659,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 2931.01,0.387,0,99.2481,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 2933.01,0.411,0,119.0831,,,,,,2.1411402674498996,,,,
KOI 732.01,0.022,0,1.2602548,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 732.02,0.041,0,3.295369,,0.9676892801500545,,,,0.08832203603230837,,,,
KOI 732.03,0.056,0,5.254582,,1.0627832054636857,,,,0.09189060314472487,,,,
KOI 733.01,0.06,0,5.925016,,8.586887646595644,,,,0.25336826498157144,,,,
KOI 733.02,0.093,0,11.349294,,6.441035958618042,,,,0.22035901919171888,,,,
KOI 733.03,0.039,0,3.132943,,2.369178545540351,,,,0.135605550271827,,,,
KOI 733.04,0.129,0,18.64385,,6.878167879456173,,,,0.22749615341655183,,,,
KOI 734.01,0.167,0,24.54362,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 112.01,0.273,0,51.07931,,8.71192299953063,,,,0.25515254853777974,,,,
KOI 734.02,0.336,0,70.2789,,,,,,1.579090947244301,,,,
KOI 735.01,0.144,0,22.34133,,36.06635081160608,,,,0.5085208135193512,,,,
KOI 736.01,0.116,0,18.79398,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 736.02,0.059,0,6.739001,,1.9415604555609163,,,,0.12311556537836923,,,,
KOI 739.01,0.019,0,1.2870749,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 740.01,0.119,0,17.67168,,5.122100362548526,,,,0.1971633329610116,,,,
KOI 664.02,0.077,0,7.7822,,1.689720228306449,,,,0.11508628937543212,,,,
KOI 664.03,0.161,0,23.44194,,1.716814235608721,,,,0.11597843115353625,,,,
KOI 665.01,0.065,0,5.86805,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 665.02,0.027,0,1.611881,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 665.03,0.042,0,3.071563,,1.2398391228567738,,,,0.09902773736955787,,,,
KOI 666.01,0.159,0,22.24818,,6.989759516705803,,,,0.2292804369727601,,,,
KOI 104.01,0.034,0,2.5080585,,12.141124468073889,,,,0.29975963744298595,,,,
KOI 670.01,0.085,0,9.489383,,3.2420889703037328,,,,0.15790909472443013,,,,
KOI 671.01,0.051,0,4.228677,,2.089258785943566,,,,0.12757627426888987,,,,
KOI 671.02,0.074,0,7.466408,,1.5318086921300353,,,,0.10973343870680737,,,,
KOI 671.03,0.124,0,16.25934,,2.1498991332065183,,,,0.12936055782509812,,,,
KOI 671.04,0.096,0,11.13154,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 672.01,0.122,0,16.087836,,11.845256035074156,,,,0.29619107033056946,,,,
KOI 672.02,0.23,0,41.74999,,17.657466665747684,,,,0.35953313657596236,,,,
KOI 672.03,0.013,0,0.566869,,0.14174640634723062,,,,0.04906779779572688,,,,
KOI 673.01,0.056,0,4.417463,,5.314910887395804,,,,0.20073190007342812,,,,
KOI 105.01,0.08,0,8.981008,,12.066805220078312,,,,0.29886749566488185,,,,
KOI 674.01,0.137,0,16.338952,,605.988772524798,,,,1.1330200581922385,,,,
KOI 676.01,0.066,0,7.9725436,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 676.02,0.03,0,2.4532339,,6.9338481833272105,,,,0.22838829519465598,,,,
KOI 678.01,0.063,0,6.04047,,15.814320188442268,,,,0.3407981592357757,,,,
KOI 678.02,0.049,0,4.138553,,13.362197506434814,,,,0.31403390589265195,,,,
KOI 679.01,0.207,0,31.80526,,7.215716223314869,,,,0.2328490040851766,,,,
KOI 679.02,0.132,0,16.25831,,0.8169256420288896,,,,0.08386132714178773,,,,
KOI 680.01,0.086,0,8.6001453,,109.47401054219065,,,,0.7137134224832999,,,,
KOI 682.01,1.367,0,562.1424,,439.06293522785023,,,,0.963513120352455,,,,
KOI 683.01,0.863,0,278.1222,,43.0617029585427,,,,0.5352850668624749,,,,
KOI 684.01,0.049,0,4.034915,,,,,,2.6764253343123747,,,,
KOI 685.01,0.045,0,3.173905,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 686.01,0.262,0,52.513565,,605.988772524798,,,,1.0170416270387024,,,,
KOI 687.01,0.051,0,4.178382,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 688.01,0.046,0,3.275783,,5.461925659734371,,,,0.20340832540774045,,,,
KOI 689.01,0.123,0,15.87369,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 107.01,0.077,0,7.256999,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 691.01,0.195,0,29.66653,,11.408492366311885,,,,0.29083821966194473,,,,
KOI 692.01,0.035,0,2.462345,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 692.02,0.055,0,4.822934,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 693.01,0.193,0,28.77957,,4.3434831883691345,,,,0.1819969227332415,,,,
KOI 693.02,0.128,0,15.66039,,4.886239243271286,,,,0.192702624070491,,,,
KOI 694.01,0.13,0,17.421125,,8.774789507630548,,,,0.25604469031588384,,,,
KOI 695.01,0.195,0,29.90757,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 697.01,0.043,0,3.032154,,19.605307779321517,,,,0.378268113916149,,,,
KOI 108.01,0.13,0,15.965349,,9.221371116070618,,,,0.2622896827626127,,,,
KOI 700.01,0.191,0,30.86431,,8.46278218472863,,,,0.2515839814253632,,,,
KOI 700.02,0.086,0,9.3605,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 700.03,0.116,0,14.6673,,2.5325223335620914,,,,0.1400662591623476,,,,
KOI 700.04,0.324,0,68.1603,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 108.02,0.654,0,179.601,,21.75854291298619,,,,0.3978952330344397,,,,
KOI 704.01,0.128,0,18.396319,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 708.01,0.137,0,17.40652,,7.9158043759374355,,,,0.2435547054224261,,,,
KOI 708.02,0.079,0,7.693491,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 709.01,0.147,0,21.3845,,4.886239243271286,,,,0.192702624070491,,,,
KOI 710.01,0.067,0,5.374851,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 710.02,0.091,0,8.58604,,3.4725558940596986,,,,0.16326194539305486,,,,
KOI 710.03,0.054,0,3.886831,,1.5835603779652005,,,,0.11151772226301562,,,,
KOI 711.01,0.248,0,44.6991,,10.90959948768827,,,,0.28459322721521585,,,,
KOI 711.02,0.046,0,3.619345,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 711.03,0.491,0,124.5231,,8.52471870385609,,,,0.25247612320346735,,,,
KOI 110.01,0.097,0,9.940678,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 714.01,0.049,0,4.1820097,,7.045901933640463,,,,0.23017257875086425,,,,
KOI 716.01,0.18,0,26.893084,,63.62625387351846,,,,0.606656409110805,,,,
KOI 717.01,0.121,0,14.70751,,3.1299071301926937,,,,0.15523266939011773,,,,
KOI 717.02,0.047,0,3.602,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 718.01,0.057,0,4.585504,,7.045901933640463,,,,0.23017257875086425,,,,
KOI 718.02,0.166,0,22.71456,,10.081033396622072,,,,0.27388752587796633,,,,
KOI 718.03,0.272,0,47.90421,,7.561591267559726,,,,0.23820185475380135,,,,
KOI 719.01,0.076,0,9.03,,2.770628689548617,,,,0.1463112516090765,,,,
KOI 719.02,0.162,0,28,,0.6585228119900535,,,,0.07850847647316299,,,,
KOI 111.01,0.092,0,11.427512,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 719.03,0.225,0,45.9,,1.4062966268109485,,,,0.10527272981628674,,,,
KOI 719.04,0.045,0,4.159821,,0.5022632866945143,,,,0.07226348402643412,,,,
KOI 720.01,0.058,0,5.6905861,,9.351061747842119,,,,0.26407396631882096,,,,
KOI 720.02,0.085,0,10.041555,,8.401078039854058,,,,0.2506918396472591,,,,
KOI 720.03,0.127,0,18.370081,,9.946211020390919,,,,0.2721032423217581,,,,
KOI 720.04,0.036,0,2.795902,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 721.01,0.116,0,13.72446,,8.09604119010138,,,,0.24623113075673847,,,,
KOI 722.01,0.264,0,46.4073,,7.38761219196419,,,,0.23552542941948898,,,,
