NAME,MSTAR
,mearth
KOI 337.01,345902.02537578245
KOI 51.01,69912.82514813698
KOI 338.01,333251.1332061196
KOI 338.02,333251.1332061196
KOI 500.01,240366.95122359475
KOI 500.03,240366.95122359475
KOI 500.04,240366.95122359475
KOI 500.05,240366.95122359475
KOI 501.01,312943.1220916608
KOI 82.03,266334.57199290284
KOI 503.01,195090.0739848013
KOI 504.01,305951.8395768471
KOI 505.01,305618.921361856
KOI 505.02,305618.921361856
KOI 505.03,305618.921361856
KOI 505.04,305618.921361856
KOI 624.02,318935.64996150107
KOI 624.03,318935.64996150107
KOI 625.01,506035.6867865153
KOI 626.01,367541.7093502059
KOI 626.02,367541.7093502059
KOI 627.01,407158.97693415015
KOI 627.02,407158.97693415015
KOI 628.01,346234.9435907737
KOI 629.01,412818.5865889994
KOI 99.01,248024.07016839075
KOI 632.01,306950.5942218205
KOI 633.01,376197.58293997514
KOI 3014.01,356222.4900405075
KOI 3015.01,351228.71681564057
KOI 282.02,321266.077466439
KOI 3017.01,326925.68712128815
KOI 3019.01,285976.74667737936
KOI 3020.01,366875.8729202236
KOI 3022.01,320600.2410364567
KOI 3022.02,320600.2410364567
KOI 339.01,375531.7465099929
KOI 339.02,375531.7465099929
KOI 340.01,380192.6015198687
KOI 341.01,316605.22245656315
KOI 341.02,316605.22245656315
KOI 343.01,328923.19641123497
KOI 343.02,328923.19641123497
KOI 343.03,328923.19641123497
KOI 344.01,332918.2149911285
KOI 345.01,250021.57945833748
KOI 346.01,269663.7541428141
KOI 348.01,225385.631548994
KOI 349.01,311944.3674466874
KOI 350.01,336247.3971410398
KOI 505.05,305618.921361856
KOI 507.01,263005.38984299154
KOI 508.01,362547.93612533895
KOI 82.04,266334.57199290284
KOI 508.02,362547.93612533895
KOI 509.01,309946.8581567406
KOI 509.02,309946.8581567406
KOI 509.03,309946.8581567406
KOI 510.01,282980.4827424592
KOI 510.02,282980.4827424592
KOI 510.03,282980.4827424592
KOI 510.04,282980.4827424592
KOI 511.01,352893.3078905962
KOI 647.01,396838.51226942515
KOI 649.01,376197.58293997514
KOI 102.01,370205.0550701349
KOI 650.01,249688.66124334635
KOI 652.01,247691.1519533996
KOI 654.01,346900.7800207559
KOI 654.02,346900.7800207559
KOI 655.01,391844.73904455826
KOI 655.02,391844.73904455826
KOI 657.01,227383.14083894077
KOI 3026.01,304953.0849318737
KOI 282.03,321266.077466439
KOI 3027.01,257012.8619731512
KOI 3029.01,272327.0998627431
KOI 3029.02,272327.0998627431
KOI 3031.01,308282.267081785
KOI 3034.01,182439.1818151384
KOI 351.01,379526.76508988644
KOI 351.02,379526.76508988644
KOI 351.03,379526.76508988644
KOI 352.01,335581.56071105757
KOI 353.01,442781.2259382009
KOI 353.02,442781.2259382009
KOI 354.01,364212.5272002946
KOI 354.02,364212.5272002946
KOI 355.01,417146.52338388393
KOI 356.01,304953.0849318737
KOI 511.02,352893.3078905962
KOI 82.05,266334.57199290284
KOI 512.01,277653.79130260117
KOI 513.01,399501.8579893542
KOI 517.01,296297.21134210436
KOI 518.01,200416.76542465933
KOI 518.02,200416.76542465933
KOI 518.03,200416.76542465933
KOI 519.01,347899.53466572927
KOI 519.02,347899.53466572927
KOI 520.01,256347.02554316894
KOI 520.02,256347.02554316894
KOI 2839.01,179775.8360952094
KOI 2840.01,307949.3488667939
KOI 2840.02,307949.3488667939
KOI 2842.01,186434.20039503198
KOI 2842.02,186434.20039503198
KOI 2845.01,186101.28218004084
KOI 2848.01,352893.3078905962
KOI 271.03,422473.21482374205
KOI 2849.01,273325.85450771643
KOI 283.01,339909.4975059422
KOI 3037.01,307283.5124368116
KOI 3038.01,299626.39349201566
KOI 3039.01,329589.0328412172
KOI 3040.01,326259.8506913059
KOI 3041.01,362880.8543403301
KOI 3042.01,352560.38967560505
KOI 3043.01,341907.00679588894
KOI 3045.01,349564.1257406849
KOI 283.02,339909.4975059422
KOI 361.01,343238.6796558534
KOI 365.01,282314.64631247695
KOI 366.01,429464.49733855575
KOI 367.01,326592.76890629705
KOI 368.01,695799.0693314585
KOI 369.01,384187.6200997622
KOI 369.02,384187.6200997622
KOI 370.01,426135.31518864445
KOI 370.02,426135.31518864445
KOI 371.01,449439.5902380235
KOI 372.01,351228.71681564057
KOI 373.01,279651.3005925479
KOI 520.03,256347.02554316894
KOI 521.01,359551.6721904188
KOI 523.01,362880.8543403301
KOI 523.02,362880.8543403301
KOI 524.01,283646.3191724415
KOI 525.01,306284.75779183826
KOI 85.01,401166.4490643099
KOI 526.01,300625.14813698904
KOI 528.01,296297.21134210436
KOI 528.02,296297.21134210436
KOI 528.03,296297.21134210436
KOI 2851.01,329589.0328412172
KOI 2851.02,329589.0328412172
KOI 2852.01,349564.1257406849
KOI 2853.01,251020.3341033109
KOI 2855.01,292635.11097720196
KOI 2856.01,332918.2149911285
KOI 2857.01,366210.03649024136
KOI 2857.02,366210.03649024136
KOI 2859.01,279651.3005925479
KOI 2859.02,279651.3005925479
KOI 2859.03,279651.3005925479
KOI 3048.01,307283.5124368116
KOI 3049.01,230712.32298885204
KOI 3050.01,298294.7206320512
KOI 3051.01,358885.83576043654
KOI 3052.01,274990.4455826721
KOI 3052.02,274990.4455826721
KOI 3053.01,336247.3971410398
KOI 3056.01,274324.60915268987
KOI 3057.01,339576.5792909511
KOI 284.01,326925.68712128815
KOI 3057.02,339576.5792909511
KOI 374.01,311944.3674466874
KOI 375.01,388515.55689464696
KOI 379.02,439452.0437882896
KOI 384.01,346234.9435907737
KOI 385.01,294965.5384821399
KOI 386.01,362880.8543403301
KOI 530.01,318602.73174650996
KOI 531.01,184103.77289009406
KOI 532.01,357887.0811154631
KOI 533.01,266334.57199290284
KOI 85.02,401166.4490643099
KOI 533.02,266334.57199290284
KOI 534.01,280317.1370225302
KOI 534.02,280317.1370225302
KOI 535.01,339576.5792909511
KOI 536.01,326259.8506913059
KOI 537.01,355223.7353955341
KOI 538.01,363546.6907703123
KOI 2862.01,163129.92534565294
KOI 2865.01,331586.542131164
KOI 2866.01,385852.21117471793
KOI 273.01,372202.5643600817
KOI 2867.02,236371.9326437012
KOI 2868.01,306284.75779183826
KOI 2869.01,372868.40079006396
KOI 2871.01,313941.8767366341
KOI 3060.01,402831.0401392655
KOI 3061.01,246359.4790934351
KOI 3063.01,362880.8543403301
KOI 3065.01,346234.9435907737
KOI 3066.01,261007.88055304473
KOI 284.02,326925.68712128815
KOI 3068.01,248356.98838338186
KOI 3069.01,292302.1927622108
KOI 386.02,362880.8543403301
KOI 387.01,216063.92152924242
KOI 388.01,363546.6907703123
KOI 392.01,326259.8506913059
KOI 392.02,326259.8506913059
KOI 393.01,374200.07365002844
KOI 69.01,295298.456697131
KOI 398.01,258677.45304810684
KOI 398.02,258677.45304810684
KOI 541.01,302289.7392119447
KOI 85.03,401166.4490643099
KOI 542.01,302955.57564192696
KOI 542.02,302955.57564192696
KOI 543.01,283979.2373874326
KOI 543.02,283979.2373874326
KOI 546.01,366210.03649024136
KOI 546.02,366210.03649024136
KOI 547.01,269663.7541428141
KOI 548.01,384853.4565297445
KOI 2871.02,313941.8767366341
KOI 2876.01,246359.4790934351
KOI 41.03,369539.21864015266
KOI 274.01,398836.0215593719
KOI 2877.01,326259.8506913059
KOI 2878.01,260009.12590807138
KOI 2882.01,233042.75049378994
KOI 2882.02,233042.75049378994
KOI 2883.01,209738.47544441096
KOI 3071.01,305286.0031468648
KOI 3072.01,251353.252318302
KOI 3073.01,289305.92882729066
KOI 3075.01,260009.12590807138
KOI 3078.01,359551.6721904188
KOI 284.03,326925.68712128815
KOI 3083.01,337246.15178601316
KOI 3083.02,337246.15178601316
KOI 398.03,258677.45304810684
KOI 401.01,302622.6574269358
KOI 401.02,302622.6574269358
KOI 5.02,381191.35616484215
KOI 401.03,302622.6574269358
KOI 403.01,311611.44923169626
KOI 408.01,322930.66854139464
KOI 408.02,322930.66854139464
KOI 550.01,332252.37856114627
KOI 551.01,329589.0328412172
KOI 551.02,329589.0328412172
KOI 554.01,353892.06253556954
KOI 555.01,284312.1556024237
KOI 555.02,284312.1556024237
KOI 557.01,253017.84339325764
KOI 558.01,297961.80241706
KOI 560.01,279651.3005925479
KOI 2886.01,306284.75779183826
KOI 274.02,398836.0215593719
KOI 2890.01,342905.7614408624
KOI 2894.01,308282.267081785
KOI 3083.03,337246.15178601316
KOI 3086.01,326259.8506913059
KOI 3088.01,343571.59787084465
KOI 285.01,389514.3115396203
KOI 3089.01,316272.3042415721
KOI 3090.01,186434.20039503198
KOI 3091.01,386185.12938970904
KOI 408.03,322930.66854139464
KOI 408.04,322930.66854139464
KOI 409.01,333251.1332061196
KOI 410.01,372868.40079006396
KOI 412.01,309613.93994174956
KOI 413.01,286309.66489237046
KOI 413.02,286309.66489237046
KOI 415.01,346234.9435907737
KOI 416.01,276987.9548726189
KOI 561.01,269330.835927823
KOI 563.01,362880.8543403301
KOI 564.01,339576.5792909511
KOI 564.02,339576.5792909511
KOI 564.03,339576.5792909511
KOI 89.01,619227.8798834991
KOI 566.01,359551.6721904188
KOI 567.01,322930.66854139464
KOI 567.02,322930.66854139464
KOI 567.03,322930.66854139464
KOI 568.01,288973.01061229955
KOI 568.02,288973.01061229955
KOI 2898.01,359551.6721904188
KOI 275.01,394508.0847644873
KOI 2899.01,302955.57564192696
KOI 2900.01,259010.37126309797
KOI 2904.01,342572.84322587115
KOI 2906.01,386185.12938970904
KOI 2906.02,386185.12938970904
KOI 275.02,394508.0847644873
KOI 3093.01,334249.88785109296
KOI 3095.01,339576.5792909511
KOI 3097.01,402831.0401392655
KOI 3097.02,402831.0401392655
KOI 3097.03,402831.0401392655
KOI 285.02,389514.3115396203
KOI 3101.01,356222.4900405075
KOI 3105.01,263005.38984299154
KOI 3106.01,349564.1257406849
KOI 416.02,276987.9548726189
KOI 417.01,331919.4603461551
KOI 419.01,343238.6796558534
KOI 420.01,233708.58692377218
KOI 421.01,266334.57199290284
KOI 422.01,367541.7093502059
KOI 425.01,329589.0328412172
KOI 426.01,342905.7614408624
KOI 427.01,281981.72809748584
KOI 427.02,281981.72809748584
KOI 427.03,281981.72809748584
KOI 569.01,257345.78018814232
KOI 569.02,257345.78018814232
KOI 89.02,619227.8798834991
KOI 571.01,181773.34538515616
KOI 571.02,181773.34538515616
KOI 571.03,181773.34538515616
KOI 571.04,181773.34538515616
KOI 572.01,332918.2149911285
KOI 572.02,332918.2149911285
KOI 573.01,336247.3971410398
KOI 573.02,336247.3971410398
KOI 574.01,274324.60915268987
KOI 574.02,274324.60915268987
KOI 575.01,369539.21864015266
KOI 2910.01,302955.57564192696
KOI 2913.01,320600.2410364567
KOI 2914.01,419476.9508888219
KOI 2915.01,298294.7206320512
KOI 2919.01,299626.39349201566
KOI 2920.01,308282.267081785
KOI 276.01,359551.6721904188
KOI 2921.01,268332.08128284954
KOI 3108.01,330254.86927119945
KOI 3109.01,337911.98821599537
KOI 3110.01,366210.03649024136
KOI 3111.01,396172.6758394429
KOI 3111.02,396172.6758394429
KOI 285.03,389514.3115396203
KOI 3112.01,319601.48639148334
KOI 3113.01,279651.3005925479
KOI 3115.01,332918.2149911285
KOI 3116.01,379526.76508988644
KOI 3117.01,307283.5124368116
KOI 429.01,260674.96233805362
KOI 430.01,196088.82862977468
KOI 430.02,196088.82862977468
KOI 431.01,272992.9362927253
KOI 431.02,272992.9362927253
KOI 432.01,344570.35251581797
KOI 433.01,263005.38984299154
KOI 433.02,263005.38984299154
KOI 435.01,344237.43430082686
KOI 435.02,344237.43430082686
KOI 438.01,211403.06651936658
KOI 577.01,329589.0328412172
KOI 578.01,332918.2149911285
KOI 579.01,267000.40842288506
KOI 579.02,267000.40842288506
KOI 580.01,325261.0960463325
KOI 581.01,312610.20387666964
KOI 581.02,312610.20387666964
KOI 582.01,275656.2820126544
KOI 92.01,359551.6721904188
KOI 582.02,275656.2820126544
KOI 582.03,275656.2820126544
KOI 583.01,336580.3153560309
KOI 584.01,301290.9845669713
KOI 2923.01,272992.9362927253
KOI 2924.01,243030.2969435238
KOI 2926.01,173117.47179538684
KOI 2926.02,173117.47179538684
KOI 2927.01,349564.1257406849
KOI 2931.01,261007.88055304473
KOI 2933.01,217062.67617421577
KOI 732.01,284977.992032406
KOI 732.02,284977.992032406
KOI 732.03,284977.992032406
KOI 733.01,274657.527367681
KOI 733.02,274657.527367681
KOI 733.03,274657.527367681
KOI 733.04,274657.527367681
KOI 734.01,340575.33393592446
KOI 112.01,344570.35251581797
KOI 734.02,340575.33393592446
KOI 735.01,266334.57199290284
KOI 736.01,197420.5014897392
KOI 736.02,197420.5014897392
KOI 739.01,188098.79146998757
KOI 740.01,238036.52371865686
KOI 664.02,339909.4975059422
KOI 664.03,339909.4975059422
KOI 665.01,346234.9435907737
KOI 665.02,346234.9435907737
KOI 665.03,346234.9435907737
KOI 666.01,357887.0811154631
KOI 104.01,270995.42700277857
KOI 670.01,306284.75779183826
KOI 671.01,320600.2410364567
KOI 671.02,320600.2410364567
KOI 671.03,320600.2410364567
KOI 671.04,320600.2410364567
KOI 672.01,309946.8581567406
KOI 672.02,309946.8581567406
KOI 673.01,406160.2222891768
KOI 105.01,280982.97345251247
KOI 674.01,429464.49733855575
KOI 676.01,203745.94757457063
KOI 676.02,203745.94757457063
KOI 678.01,304287.24850189144
KOI 678.02,304287.24850189144
KOI 679.01,388182.6386796558
KOI 679.02,388182.6386796558
KOI 680.01,376863.4193699574
KOI 682.01,358885.83576043654
KOI 683.01,368540.4639951792
KOI 684.01,325261.0960463325
KOI 685.01,406160.2222891768
KOI 686.01,289305.92882729066
KOI 687.01,329589.0328412172
KOI 688.01,399501.8579893542
KOI 689.01,332918.2149911285
KOI 107.01,387516.8022496735
KOI 691.01,371536.7279300994
KOI 691.02,371536.7279300994
KOI 692.01,324928.1778313414
KOI 692.02,324928.1778313414
KOI 693.01,382855.94723979774
KOI 693.02,382855.94723979774
KOI 694.01,323263.58675638575
KOI 695.01,366210.03649024136
KOI 697.01,392843.4936895316
KOI 108.01,384853.4565297445
KOI 698.01,300292.2299219979
KOI 700.01,325261.0960463325
KOI 700.02,325261.0960463325
KOI 700.03,325261.0960463325
KOI 700.04,325261.0960463325
KOI 108.02,384853.4565297445
KOI 704.01,277653.79130260117
KOI 708.01,375864.6647249841
KOI 708.02,375864.6647249841
KOI 709.01,305618.921361856
KOI 710.01,460425.8913327307
KOI 710.02,460425.8913327307
KOI 710.03,460425.8913327307
KOI 711.01,339243.66107595986
KOI 711.02,339243.66107595986
KOI 711.03,339243.66107595986
KOI 110.01,402831.0401392655
KOI 714.01,301623.9027819624
KOI 716.01,357887.0811154631
KOI 717.01,365544.20006025914
KOI 717.02,365544.20006025914
KOI 718.01,389847.2297546115
KOI 718.02,389847.2297546115
KOI 718.03,389847.2297546115
KOI 719.01,238702.36014863913
KOI 719.02,238702.36014863913
KOI 111.01,268664.9994978407
KOI 719.03,238702.36014863913
KOI 719.04,238702.36014863913
KOI 720.01,271661.26343276084
KOI 720.02,271661.26343276084
KOI 720.03,271661.26343276084
KOI 720.04,271661.26343276084
KOI 721.01,362880.8543403301
KOI 722.01,377862.17401493085
KOI 723.01,285310.91024739714
KOI 723.02,285310.91024739714
KOI 111.02,268664.9994978407
KOI 723.03,285310.91024739714
KOI 728.01,362880.8543403301
KOI 730.01,316272.3042415721
KOI 730.02,316272.3042415721
KOI 730.03,316272.3042415721
KOI 111.03,268664.9994978407
KOI 730.04,316272.3042415721
KOI 1599.02,312943.1220916608
KOI 2793.02,166459.10749556424
KOI 3077.02,225385.631548994
KOI 577.02,329589.0328412172
KOI 4377.01,
KOI 2732.04,
KOI 4382.01,
KOI 4382.02,
KOI 4383.01,
KOI 4480.01,
KOI 4482.01,
KOI 4484.01,
KOI 3158.02,
KOI 4487.01,
KOI 4586.01,
KOI 4587.01,
KOI 4588.01,
KOI 4590.01,
KOI 4591.01,
KOI 750.02,
KOI 4694.01,
KOI 4698.01,
KOI 4699.01,
KOI 4700.01,
KOI 3196.01,
KOI 4384.01,
KOI 4705.01,
KOI 4706.01,
KOI 4709.01,
KOI 4710.01,
KOI 4711.01,
KOI 4713.01,
KOI 4714.01,
KOI 4715.01,
KOI 4716.01,
KOI 4717.01,
KOI 4725.01,
KOI 4730.01,
KOI 4733.01,
KOI 4735.01,
KOI 4737.01,
KOI 3196.02,
KOI 4742.01,
KOI 3202.01,
KOI 4743.01,
KOI 4744.01,
KOI 4745.01,
KOI 4747.01,
KOI 4748.01,
KOI 4750.01,
KOI 3203.01,
KOI 4754.01,
KOI 4755.01,
KOI 4756.01,
KOI 4759.01,
KOI 4762.01,
KOI 3204.01,
KOI 4763.01,
KOI 4764.01,
KOI 4765.01,
KOI 4766.01,
KOI 4768.01,
KOI 4771.01,
KOI 4772.01,
KOI 4772.02,
KOI 4773.01,
KOI 4774.01,
KOI 4749.01,
KOI 4776.01,
KOI 4780.01,
KOI 3206.01,
KOI 4782.01,
KOI 4758.01,
KOI 4790.01,
KOI 3208.01,
KOI 4793.01,
KOI 4794.01,
KOI 4797.01,
KOI 4799.01,
KOI 4801.01,
KOI 4775.01,
KOI 4811.01,
KOI 4813.01,
KOI 4815.01,
KOI 4818.01,
KOI 4827.01,
KOI 4829.01,
KOI 4833.01,
KOI 4792.01,
KOI 4803.01,
KOI 4804.01,
KOI 4810.01,
KOI 3209.01,
KOI 4820.01,
KOI 4822.01,
KOI 4823.01,
KOI 4826.01,
KOI 4287.01,
KOI 4288.01,
KOI 4288.02,
KOI 2529.02,
KOI 4290.01,
KOI 4292.01,
KOI 4385.01,
KOI 4386.01,
KOI 4389.01,
KOI 4390.01,
KOI 2744.02,
KOI 4391.01,
KOI 4393.01,
KOI 4491.01,
KOI 4495.01,
KOI 4496.01,
KOI 3158.03,
KOI 4497.01,
KOI 4595.01,
KOI 4597.01,
KOI 4601.01,
KOI 4602.01,
KOI 4603.01,
KOI 4294.01,
KOI 4295.01,
KOI 4296.01,
KOI 4298.01,
KOI 2541.02,
KOI 4300.01,
KOI 4301.01,
KOI 4302.01,
KOI 4395.01,
KOI 4398.01,
KOI 647.02,
KOI 2842.03,
KOI 4399.01,
KOI 4498.01,
KOI 4499.01,
KOI 4500.01,
KOI 4500.02,
KOI 4503.01,
KOI 4504.01,
KOI 4504.02,
KOI 3158.04,
KOI 4605.01,
KOI 4613.01,
KOI 4303.01,
KOI 4304.01,
KOI 4307.01,
KOI 612.03,
KOI 2563.02,
KOI 4400.01,
KOI 4403.01,
KOI 4405.01,
KOI 4407.01,
KOI 2859.04,
KOI 4505.01,
KOI 4506.01,
KOI 4508.01,
KOI 4509.01,
KOI 4510.01,
KOI 4512.01,
KOI 4513.01,
KOI 4614.01,
KOI 4617.01,
KOI 4312.01,
KOI 4313.01,
KOI 4318.01,
KOI 2579.02,
KOI 4409.01,
KOI 4410.01,
KOI 4411.01,
KOI 4418.01,
KOI 3158.05,
KOI 4519.01,
KOI 4520.01,
KOI 4523.01,
KOI 3179.01,
KOI 4625.01,
KOI 4626.01,
KOI 4627.01,
KOI 4630.01,
KOI 4632.01,
KOI 4320.01,
KOI 4323.01,
KOI 4325.01,
KOI 4327.01,
KOI 2949.02,
KOI 4421.01,
KOI 4423.01,
KOI 4424.01,
KOI 4426.01,
KOI 4427.01,
KOI 4524.01,
KOI 4524.02,
KOI 4526.01,
KOI 4530.01,
KOI 4633.01,
KOI 4634.01,
KOI 4636.01,
KOI 4637.01,
KOI 4640.01,
KOI 2579.03,
KOI 4329.01,
KOI 4331.01,
KOI 4333.01,
KOI 4334.01,
KOI 4335.01,
KOI 4337.01,
KOI 4428.01,
KOI 2972.02,
KOI 4431.01,
KOI 4435.01,
KOI 3161.01,
KOI 4535.01,
KOI 3184.01,
KOI 4643.01,
KOI 4644.01,
KOI 4647.01,
KOI 4649.01,
KOI 2585.02,
KOI 4341.01,
KOI 4343.01,
KOI 4345.01,
KOI 4346.01,
KOI 3004.02,
KOI 4442.01,
KOI 4443.01,
KOI 4444.01,
KOI 4541.01,
KOI 4545.01,
KOI 4546.01,
KOI 4548.01,
KOI 4549.01,
KOI 4650.01,
KOI 4651.01,
KOI 4653.01,
KOI 4655.01,
KOI 4656.01,
KOI 4657.01,
KOI 4347.01,
KOI 2585.03,
KOI 4351.01,
KOI 4353.01,
KOI 4446.01,
KOI 4447.01,
KOI 3043.02,
KOI 4450.01,
KOI 4451.01,
KOI 4452.01,
KOI 4550.01,
KOI 4551.01,
KOI 4554.01,
KOI 4556.01,
KOI 4557.01,
KOI 4558.01,
KOI 4659.01,
KOI 4661.01,
KOI 4663.01,
KOI 4666.01,
KOI 4667.01,
KOI 2590.02,
KOI 4356.01,
KOI 4357.01,
KOI 4360.01,
KOI 4456.01,
KOI 4457.01,
KOI 3061.02,
KOI 4462.01,
KOI 4561.01,
KOI 4563.01,
KOI 3165.01,
KOI 4566.01,
KOI 4567.01,
KOI 4670.01,
KOI 3190.01,
KOI 4674.01,
KOI 4676.01,
KOI 4361.01,
KOI 4363.01,
KOI 4364.01,
KOI 2722.05,
KOI 4366.01,
KOI 4367.01,
KOI 4463.01,
KOI 4464.01,
KOI 4466.01,
KOI 4467.01,
KOI 4570.01,
KOI 4571.01,
KOI 4575.01,
KOI 4680.01,
KOI 4371.01,
KOI 2732.02,
KOI 4372.01,
KOI 4374.01,
KOI 4473.01,
KOI 4474.01,
KOI 4477.01,
KOI 3158.01,
KOI 4477.02,
KOI 4478.01,
KOI 4577.01,
KOI 4580.01,
KOI 4581.01,
KOI 4582.01,
KOI 4583.01,
KOI 3168.01,
KOI 4585.01,
KOI 4686.01,
KOI 4691.01,
KOI 3194.01,
KOI 4693.01,
KOI 3246.01,
KOI 3248.01,
KOI 3255.01,
KOI 1562.02,
KOI 3353.01,
KOI 3354.01,
KOI 3355.01,
KOI 3356.01,
KOI 3357.01,
KOI 3358.01,
KOI 3361.01,
KOI 3459.01,
KOI 1750.02,
KOI 3460.01,
KOI 3462.01,
KOI 3462.02,
KOI 3465.01,
KOI 3467.01,
KOI 1837.02,
KOI 3583.01,
KOI 1151.03,307949.3488667939
KOI 3363.01,
KOI 3602.01,
KOI 3605.01,
KOI 3606.01,
KOI 3608.01,
KOI 3468.01,
KOI 3611.01,
KOI 3617.01,
KOI 3620.01,
KOI 1873.02,
KOI 3626.01,
KOI 3627.02,
KOI 1875.02,
KOI 352.02,335581.56071105757
KOI 1905.03,
KOI 1899.02,
KOI 1915.02,
KOI 3641.01,
KOI 1905.02,
KOI 3647.01,
KOI 1922.03,
KOI 3649.01,
KOI 3652.01,
KOI 1932.02,
KOI 3660.01,
KOI 3663.01,
KOI 1955.03,
KOI 3675.01,
KOI 1955.04,
KOI 3678.01,
KOI 3680.01,
KOI 3681.01,
KOI 3681.02,
KOI 3685.01,
KOI 3685.02,
KOI 1960.02,
KOI 3689.01,
KOI 3690.01,
KOI 1986.02,
KOI 3674.01,
KOI 3717.01,
KOI 3720.01,
KOI 3721.01,
KOI 416.03,
KOI 3683.01,
KOI 3692.01,
KOI 1972.02,
KOI 3696.01,
KOI 3709.01,
KOI 1992.02,
KOI 3715.01,
KOI 4834.01,
KOI 4837.01,
KOI 4838.01,
KOI 4839.01,
KOI 4840.01,
KOI 3214.01,
KOI 3258.01,
KOI 3259.01,
KOI 3260.01,
KOI 3261.01,
KOI 3262.01,
KOI 3263.01,
KOI 3264.01,
KOI 3266.01,
KOI 1613.02,
KOI 3365.01,
KOI 3367.01,
KOI 3370.01,
KOI 3370.02,
KOI 3371.01,
KOI 3372.01,
KOI 1781.03,
KOI 3470.01,
KOI 3470.02,
KOI 3471.01,
KOI 3472.01,
KOI 3473.01,
KOI 3474.01,
KOI 4848.01,
KOI 4849.01,
KOI 4850.01,
KOI 1151.04,
KOI 3267.01,
KOI 3268.01,
KOI 3271.01,
KOI 3271.02,
KOI 3274.01,
KOI 1627.03,
KOI 3374.01,
KOI 3374.02,
KOI 3375.01,
KOI 3377.01,
KOI 3379.01,
KOI 1788.02,
KOI 3480.01,
KOI 3481.01,
KOI 3482.01,
KOI 3483.01,
KOI 3484.01,
KOI 3486.01,
KOI 4852.01,
KOI 4854.01,
KOI 4855.01,
KOI 4857.01,
KOI 4859.01,
KOI 1151.05,
KOI 3277.01,
KOI 3278.01,
KOI 3279.01,
KOI 3280.01,
KOI 3282.01,
KOI 3284.01,
KOI 3286.01,
KOI 3383.01,
KOI 3384.01,
KOI 1628.02,
KOI 3384.02,
KOI 3385.01,
KOI 3386.01,
KOI 3389.01,
KOI 3487.01,
KOI 3493.01,
KOI 3495.01,
KOI 3495.02,
KOI 3496.01,
KOI 4862.01,
KOI 4864.01,
KOI 3287.01,
KOI 3288.01,
KOI 3296.01,
KOI 3391.01,
KOI 3393.01,
KOI 1650.02,
KOI 3394.01,
KOI 3395.01,
KOI 3396.01,
KOI 3397.01,
KOI 3398.01,
KOI 3398.02,
KOI 3496.02,
KOI 3497.01,
KOI 1792.03,
KOI 3500.01,
KOI 3500.02,
KOI 4871.01,
KOI 4875.01,
KOI 4877.01,
KOI 3298.01,
KOI 1196.02,
KOI 3301.01,
KOI 3303.01,
KOI 3398.03,
KOI 3401.01,
KOI 1681.02,
KOI 3403.01,
KOI 3403.02,
KOI 3404.01,
KOI 3407.01,
KOI 3503.01,
KOI 3506.01,
KOI 3515.01,
KOI 4881.01,
KOI 4885.01,
KOI 4886.01,
KOI 4887.01,
KOI 3305.01,
KOI 3306.01,
KOI 3307.01,
KOI 3308.01,
KOI 1196.03,
KOI 3308.02,
KOI 3309.01,
KOI 3310.01,
KOI 3311.01,
KOI 3312.01,
KOI 3408.01,
KOI 3410.01,
KOI 3411.01,
KOI 3412.01,
KOI 1681.03,
KOI 3413.01,
KOI 3414.01,
KOI 3415.01,
KOI 3416.01,
KOI 1806.02,
KOI 3527.01,
KOI 3528.01,
KOI 4890.01,
KOI 3220.01,
KOI 4891.01,
KOI 4892.01,
KOI 4893.01,
KOI 4895.01,
KOI 4896.01,
KOI 3313.01,
KOI 3315.01,
KOI 3316.01,
KOI 1404.02,
KOI 3318.02,
KOI 3319.01,
KOI 3319.02,
KOI 3319.03,
KOI 3417.01,
KOI 3418.01,
KOI 3419.01,
KOI 3420.02,
KOI 3421.01,
KOI 1707.02,
KOI 3423.01,
KOI 3425.01,
KOI 3531.01,
KOI 332.02,
KOI 1806.03,
KOI 3533.01,
KOI 4900.01,
KOI 4904.01,
KOI 3320.01,
KOI 3323.01,
KOI 3324.01,
KOI 1422.04,171785.79893542232
KOI 3425.02,
KOI 3426.01,
KOI 3428.01,
KOI 3429.01,
KOI 3429.02,
KOI 3430.01,
KOI 3541.01,
KOI 3545.01,
KOI 4907.01,
KOI 4912.01,
KOI 4913.01,
KOI 4914.01,
KOI 3329.01,
KOI 3330.01,
KOI 3331.01,
KOI 3334.01,
KOI 3335.01,
KOI 284.04,
KOI 1525.02,
KOI 3337.01,
KOI 3432.01,
KOI 3433.01,
KOI 3434.01,
KOI 3436.01,
KOI 3437.01,
KOI 3437.02,
KOI 3438.01,
KOI 1830.02,
KOI 3554.01,
KOI 3557.01,
KOI 3560.01,
KOI 3224.01,
KOI 3225.01,
KOI 3232.01,
KOI 279.03,
KOI 1101.02,251020.3341033109
KOI 3234.01,
KOI 3339.01,
KOI 3340.01,
KOI 3340.02,
KOI 3341.01,
KOI 3341.02,
KOI 3342.01,
KOI 3343.01,
KOI 3439.01,
KOI 3440.01,
KOI 3443.01,
KOI 3444.01,
KOI 3444.02,
KOI 3444.03,
KOI 3445.01,
KOI 3448.01,
KOI 1833.02,
KOI 3565.01,
KOI 3236.01,
KOI 3237.01,
KOI 3242.01,
KOI 3245.01,
KOI 3344.01,
KOI 3344.02,
KOI 3345.01,
KOI 3346.01,
KOI 3347.01,
