NAME,MASS
KOI 4967.01,2.9750901791467624e+25
KOI 2107.01,3.031590098934948e+25
KOI 413.02,3.031590098934948e+25
KOI 582.01,3.031590098934948e+25
KOI 2271.01,3.031590098934948e+25
KOI 2106.01,3.031590098934948e+25
KOI 2358.01,3.003271771579816e+25
KOI 476.01,3.031590098934948e+25
KOI 5801.01,3.0458005498962807e+25
KOI 546.02,3.031590098934948e+25
KOI 1911.01,3.031590098934948e+25
KOI 2959.01,3.031590098934948e+25
KOI 1656.01,3.031590098934948e+25
KOI 3398.02,3.0372701758890172e+25
KOI 4005.01,2.9750901791467624e+25
KOI 2862.01,3.031590098934948e+25
KOI 3091.01,3.031590098934948e+25
KOI 1677.01,2.9750901791467624e+25
KOI 874.01,3.031590098934948e+25
KOI 794.01,3.031590098934948e+25
KOI 3045.01,3.031590098934948e+25
KOI 1106.02,3.031590098934948e+25
KOI 4450.01,3.031590098934948e+25
KOI 2264.01,3.031590098934948e+25
KOI 440.01,3.031590098934948e+25
KOI 1433.01,3.031590098934948e+25
KOI 5482.01,3.003271771579816e+25
KOI 2004.01,3.031590098934948e+25
KOI 1959.01,3.031590098934948e+25
KOI 3004.01,3.031590098934948e+25
KOI 444.01,3.031590098934948e+25
KOI 1258.02,3.031590098934948e+25
KOI 2328.01,3.031590098934948e+25
KOI 477.01,3.031590098934948e+25
KOI 289.01,3.003271771579816e+25
KOI 1972.01,3.031590098934948e+25
KOI 2083.01,3.031590098934948e+25
KOI 1117.01,3.031590098934948e+25
KOI 387.01,2.9750901791467624e+25
KOI 1957.01,3.031590098934948e+25
KOI 854.01,2.9750901791467624e+25
KOI 2946.01,3.031590098934948e+25
KOI 1310.01,3.031590098934948e+25
KOI 1797.01,3.031590098934948e+25
KOI 1961.01,2.9750901791467624e+25
KOI 2073.01,3.031590098934948e+25
KOI 4590.01,3.003271771579816e+25
KOI 853.01,3.031590098934948e+25
KOI 2373.01,3.031590098934948e+25
KOI 2770.01,2.9750901791467624e+25
KOI 2009.01,3.031590098934948e+25
KOI 1895.03,3.003271771579816e+25
KOI 922.01,3.031590098934948e+25
KOI 2477.01,3.031590098934948e+25
KOI 2023.01,3.031590098934948e+25
KOI 4384.01,3.031590098934948e+25
KOI 2967.01,3.031590098934948e+25
KOI 2296.01,3.031590098934948e+25
KOI 4997.01,2.958246840838628e+25
KOI 2177.01,3.003271771579816e+25
KOI 1867.02,2.86373040534549e+25
Kepler-68 c,2.87501154e+25
KOI 1930.02,2.86373040534549e+25
KOI 581.02,2.86373040534549e+25
KOI 2221.01,2.9191370487151317e+25
KOI 1435.02,2.8913654351436445e+25
KOI 1850.01,2.8913654351436445e+25
KOI 1916.01,2.9191370487151317e+25
KOI 1920.01,2.9470452840934043e+25
KOI 1583.01,2.9470452840934043e+25
KOI 1210.01,2.86373040534549e+25
KOI 1498.01,2.8913654351436445e+25
KOI 1112.01,2.86373040534549e+25
KOI 1308.01,2.9191370487151317e+25
KOI 1971.01,2.86373040534549e+25
KOI 693.02,2.9191370487151317e+25
KOI 709.01,2.9191370487151317e+25
KOI 4632.01,2.8913654351436445e+25
KOI 4745.01,2.9470452840934043e+25
KOI 148.01,2.86373040534549e+25
KOI 842.01,2.9470452840934043e+25
KOI 812.01,2.9470452840934043e+25
KOI 5528.01,2.86373040534549e+25
KOI 1627.01,2.86373040534549e+25
KOI 988.02,2.9470452840934043e+25
KOI 537.01,2.86373040534549e+25
KOI 2675.01,2.9191370487151317e+25
KOI 291.02,2.86373040534549e+25
KOI 1532.01,2.8913654351436445e+25
KOI 323.01,2.9470452840934043e+25
KOI 4491.01,2.8554665245353124e+25
KOI 3443.01,2.9191370487151317e+25
KOI 1342.02,2.86373040534549e+25
KOI 2541.01,2.9191370487151317e+25
KOI 316.03,2.8913654351436445e+25
KOI 315.01,2.86373040534549e+25
KOI 111.01,2.86373040534549e+25
HD 20794 d,2.808784884e+25
KOI 2851.01,2.7545553573523065e+25
KOI 503.01,2.8362319211205575e+25
KOI 1115.01,2.8362319211205575e+25
KOI 3066.01,2.7545553573523065e+25
KOI 692.02,2.7545553573523065e+25
KOI 662.01,2.7545553573523065e+25
KOI 1853.01,2.808869944100577e+25
KOI 2055.01,2.781644435747569e+25
KOI 2199.01,2.7545553573523065e+25
KOI 1563.03,2.781644435747569e+25
KOI 1170.01,2.7545553573523065e+25
KOI 1739.01,2.7545553573523065e+25
KOI 3681.02,2.770792434968042e+25
KOI 2408.01,2.8362319211205575e+25
KOI 2093.01,2.808869944100577e+25
KOI 1358.01,2.7545553573523065e+25
KOI 829.02,2.7545553573523065e+25
KOI 780.02,2.7545553573523065e+25
KOI 612.01,2.7545553573523065e+25
KOI 2132.01,2.7545553573523065e+25
KOI 5321.01,2.817064206239763e+25
KOI 2793.02,2.7545553573523065e+25
KOI 1875.01,2.7545553573523065e+25
KOI 5885.01,2.8362319211205575e+25
KOI 3057.02,2.7545553573523065e+25
KOI 2995.01,2.7545553573523065e+25
KOI 5952.01,2.8362319211205575e+25
KOI 270.02,2.8362319211205575e+25
KOI 2098.01,2.7545553573523065e+25
KOI 2521.01,2.7545553573523065e+25
KOI 2958.01,2.7545553573523065e+25
KOI 171.02,2.808869944100577e+25
KOI 1488.01,2.7545553573523065e+25
KOI 626.01,2.781644435747569e+25
KOI 2714.02,2.7545553573523065e+25
KOI 2664.01,2.7545553573523065e+25
KOI 943.01,2.7545553573523065e+25
KOI 2432.01,2.808869944100577e+25
KOI 5309.01,2.8362319211205575e+25
KOI 2531.01,2.7545553573523065e+25
KOI 812.02,2.7545553573523065e+25
KOI 3029.01,2.7545553573523065e+25
KOI 2228.01,2.7545553573523065e+25
KOI 1976.01,2.7545553573523065e+25
KOI 757.03,2.7545553573523065e+25
KOI 2269.01,2.808869944100577e+25
KOI 852.01,2.7545553573523065e+25
KOI 3144.01,2.7545553573523065e+25
KOI 1007.01,2.8362319211205575e+25
KOI 2287.02,2.7545553573523065e+25
KOI 2313.01,2.7545553573523065e+25
KOI 1895.01,2.7545553573523065e+25
KOI 1749.01,2.7545553573523065e+25
KOI 658.01,2.7545553573523065e+25
KOI 2064.01,2.781644435747569e+25
KOI 530.01,2.7545553573523065e+25
KOI 658.02,2.7545553573523065e+25
Kepler-10 b,2.711799288e+25
KOI 4985.01,2.7007863347323004e+25
KOI 4743.01,2.727602670032717e+25
KOI 4680.01,2.706138695511464e+25
KOI 1363.01,2.6741063122184918e+25
KOI 1245.01,2.6741063122184918e+25
KOI 4768.01,2.727602670032717e+25
KOI 1901.01,2.6741063122184918e+25
KOI 2022.02,2.727602670032717e+25
KOI 1298.02,2.727602670032717e+25
KOI 3913.01,2.679431413587446e+25
KOI 1484.01,2.7007863347323004e+25
KOI 5231.01,2.727602670032717e+25
KOI 2266.01,2.6741063122184918e+25
KOI 2433.01,2.6741063122184918e+25
KOI 3111.01,2.727602670032717e+25
KOI 153.02,2.6741063122184918e+25
KOI 3966.01,2.7088169206913288e+25
KOI 4300.01,2.7007863347323004e+25
KOI 4301.01,2.7302918022780078e+25
KOI 2185.01,2.6741063122184918e+25
KOI 5918.01,2.7007863347323004e+25
KOI 1101.02,2.6741063122184918e+25
KOI 5623.01,2.6741063122184918e+25
KOI 2595.02,2.6741063122184918e+25
KOI 584.02,2.7007863347323004e+25
KOI 1955.02,2.7007863347323004e+25
KOI 588.01,2.7007863347323004e+25
KOI 2423.01,2.727602670032717e+25
KOI 4371.01,2.6741063122184918e+25
KOI 5653.01,2.7007863347323004e+25
KOI 4185.01,2.6741063122184918e+25
Kepler-36 b,2.665376073e+25
KOI 2806.01,2.6475625630810264e+25
KOI 1955.01,2.6475625630810264e+25
KOI 1266.01,2.62115504773026e+25
KOI 693.01,2.594883726395489e+25
KOI 2152.01,2.594883726395489e+25
KOI 1031.01,2.594883726395489e+25
KOI 2572.01,2.594883726395489e+25
KOI 1204.01,2.568748559123216e+25
KOI 1868.01,2.594883726395489e+25
KOI 780.01,2.568748559123216e+25
KOI 2760.01,2.594883726395489e+25
KOI 111.02,2.62115504773026e+25
KOI 857.01,2.6475625630810264e+25
KOI 385.01,2.6475625630810264e+25
KOI 275.02,2.594883726395489e+25
KOI 1489.01,2.568748559123216e+25
KOI 3984.01,2.594883726395489e+25
KOI 1824.01,2.594883726395489e+25
KOI 1643.01,2.6475625630810264e+25
KOI 3303.01,2.62115504773026e+25
KOI 339.02,2.6475625630810264e+25
KOI 4550.01,2.6053759142003874e+25
KOI 986.01,2.594883726395489e+25
KOI 2490.01,2.594883726395489e+25
KOI 1922.01,2.594883726395489e+25
KOI 2278.01,2.568748559123216e+25
KOI 4385.01,2.594883726395489e+25
KOI 3313.01,2.62115504773026e+25
KOI 4823.01,2.568748559123216e+25
KOI 657.02,2.62115504773026e+25
KOI 5002.01,2.568748559123216e+25
KOI 314.02,2.6475625630810264e+25
KOI 2224.02,2.594883726395489e+25
KOI 1626.01,2.62115504773026e+25
KOI 1952.02,2.6475625630810264e+25
PSR B1257+12 B,2.5690360350000002e+25
GJ 667 C c,2.552004696e+25
KOI 2315.01,2.542749505775427e+25
KOI 1760.01,2.4911595793679503e+25
KOI 2293.01,2.4911595793679503e+25
KOI 2736.01,2.4911595793679503e+25
KOI 3116.01,2.4911595793679503e+25
KOI 1929.01,2.4911595793679503e+25
KOI 1281.01,2.4911595793679503e+25
KOI 1589.05,2.542749505775427e+25
KOI 263.01,2.542749505775427e+25
KOI 4242.01,2.542749505775427e+25
KOI 4149.01,2.5349763259627835e+25
KOI 2310.01,2.4911595793679503e+25
KOI 1078.01,2.4911595793679503e+25
KOI 5224.01,2.542749505775427e+25
KOI 1593.02,2.4655686250935538e+25
KOI 4545.01,2.4911595793679503e+25
KOI 2829.01,2.4911595793679503e+25
KOI 4056.01,2.537566025231565e+25
KOI 1940.01,2.542749505775427e+25
KOI 4960.01,2.542749505775427e+25
KOI 5340.01,2.542749505775427e+25
KOI 2060.01,2.4655686250935538e+25
KOI 3108.01,2.4911595793679503e+25
KOI 2353.01,2.4911595793679503e+25
KOI 1276.01,2.542749505775427e+25
KOI 2071.01,2.4911595793679503e+25
KOI 2263.01,2.542749505775427e+25
KOI 1951.01,2.4911595793679503e+25
KOI 3142.01,2.4911595793679503e+25
KOI 457.02,2.4911595793679503e+25
KOI 3367.01,2.4655686250935538e+25
KOI 1261.02,2.542749505775427e+25
KOI 3432.01,2.4911595793679503e+25
KOI 379.02,2.542749505775427e+25
KOI 2553.01,2.4655686250935538e+25
KOI 3306.01,2.527215391683393e+25
KOI 551.02,2.4911595793679503e+25
KOI 1518.01,2.4911595793679503e+25
KOI 2338.01,2.4911595793679503e+25
KOI 2253.01,2.4911595793679503e+25
KOI 2468.01,2.4911595793679503e+25
KOI 812.03,2.4911595793679503e+25
KOI 2469.01,2.5168865260278044e+25
KOI 941.02,2.4911595793679503e+25
KOI 2479.01,2.4655686250935538e+25
KOI 2109.01,2.542749505775427e+25
KOI 837.01,2.4655686250935538e+25
KOI 834.05,2.4911595793679503e+25
KOI 1422.02,2.4655686250935538e+25
KOI 5476.01,2.542749505775427e+25
KOI 2716.02,2.4911595793679503e+25
KOI 2992.01,2.4911595793679503e+25
KOI 2257.01,2.4911595793679503e+25
KOI 1060.01,2.542749505775427e+25
KOI 1161.02,2.4911595793679503e+25
KOI 1567.02,2.5168865260278044e+25
KOI 4801.01,2.4911595793679503e+25
KOI 518.01,2.542749505775427e+25
KOI 5043.01,2.5168865260278044e+25
KOI 4862.01,2.4911595793679503e+25
KOI 1952.04,2.5168865260278044e+25
KOI 4747.01,2.4911595793679503e+25
KOI 582.02,2.542749505775427e+25
HD 156668 b,2.4793604340000002e+25
HD 40307 b,2.4506710769999996e+25
KOI 2255.01,2.3645639110534534e+25
KOI 2848.01,2.41479452993126e+25
KOI 275.01,2.389611306672453e+25
KOI 5657.01,2.440113622310554e+25
KOI 2482.01,2.389611306672453e+25
KOI 3034.01,2.389611306672453e+25
KOI 5440.01,2.437575597784093e+25
KOI 775.03,2.389611306672453e+25
KOI 1562.02,2.440113622310554e+25
KOI 2914.01,2.389611306672453e+25
KOI 1647.01,2.41479452993126e+25
KOI 914.01,2.440113622310554e+25
KOI 784.02,2.41479452993126e+25
KOI 2487.01,2.440113622310554e+25
KOI 1060.03,2.389611306672453e+25
KOI 248.04,2.41479452993126e+25
KOI 4251.01,2.389611306672453e+25
KOI 2704.02,2.389611306672453e+25
KOI 1196.03,2.440113622310554e+25
KOI 337.01,2.389611306672453e+25
KOI 2163.01,2.3645639110534534e+25
KOI 664.01,2.440113622310554e+25
KOI 689.01,2.389611306672453e+25
KOI 708.02,2.389611306672453e+25
KOI 1885.01,2.41479452993126e+25
KOI 730.02,2.440113622310554e+25
KOI 5758.01,2.440113622310554e+25
KOI 1660.01,2.440113622310554e+25
KOI 5237.01,2.3645639110534534e+25
KOI 817.02,2.389611306672453e+25
KOI 1220.01,2.3645639110534534e+25
KOI 1175.01,2.3645639110534534e+25
KOI 393.01,2.41479452993126e+25
KOI 4725.01,2.3645639110534534e+25
KOI 2082.01,2.41479452993126e+25
KOI 4575.01,2.4223759895052096e+25
KOI 4893.01,2.41479452993126e+25
KOI 299.01,2.440113622310554e+25
KOI 1819.01,2.440113622310554e+25
KOI 5288.01,2.41479452993126e+25
KOI 1820.02,2.41479452993126e+25
Kepler-48 b,2.3537424420000004e+25
KOI 5413.01,2.3645639110534534e+25
KOI 1601.02,2.440113622310554e+25
KOI 1647.02,2.389611306672453e+25
KOI 4222.01,2.4299696784178517e+25
KOI 935.04,2.389611306672453e+25
KOI 1984.01,2.440113622310554e+25
PSR B1257+12 C,2.3300656530000002e+25
KOI 2972.02,2.31487643581308e+25
KOI 2762.01,2.31487643581308e+25
KOI 2345.01,2.2657317683403237e+25
KOI 509.03,2.3396523013941645e+25
KOI 784.01,2.31487643581308e+25
KOI 339.01,2.290236272225269e+25
KOI 249.01,2.3396523013941645e+25
KOI 3916.01,2.3000760561231604e+25
KOI 4150.01,2.3396523013941645e+25
KOI 115.02,2.2657317683403237e+25
KOI 3893.01,2.305004088502401e+25
KOI 2386.01,2.3396523013941645e+25
KOI 314.01,2.3396523013941645e+25
KOI 312.01,2.2657317683403237e+25
KOI 4060.01,2.2657317683403237e+25
KOI 873.01,2.3396523013941645e+25
KOI 4771.01,2.2657317683403237e+25
KOI 4804.01,2.2657317683403237e+25
KOI 1521.01,2.31487643581308e+25
KOI 563.01,2.290236272225269e+25
KOI 4323.01,2.305004088502401e+25
KOI 3329.01,2.31487643581308e+25
KOI 3394.01,2.3396523013941645e+25
KOI 174.01,2.3396523013941645e+25
KOI 442.01,2.3396523013941645e+25
KOI 5920.01,2.290236272225269e+25
KOI 4120.01,2.2657317683403237e+25
KOI 235.01,2.2657317683403237e+25
KOI 3319.01,2.349600653618596e+25
KOI 2857.01,2.3396523013941645e+25
KOI 1858.02,2.3396523013941645e+25
KOI 4474.01,2.31487643581308e+25
KOI 2582.01,2.31487643581308e+25
KOI 4477.02,2.2657317683403237e+25
KOI 2508.01,2.290236272225269e+25
KOI 2712.01,2.3396523013941645e+25
KOI 232.02,2.290236272225269e+25
KOI 1907.01,2.3396523013941645e+25
KOI 3470.02,2.31487643581308e+25
KOI 2473.01,2.290236272225269e+25
KOI 5372.01,2.2657317683403237e+25
KOI 1196.02,2.324770495444984e+25
KOI 247.01,2.3396523013941645e+25
KOI 3493.01,2.2632887776011245e+25
KOI 3298.01,2.3396523013941645e+25
KOI 2026.01,2.3396523013941645e+25
KOI 5261.01,2.1930317888725206e+25
KOI 1672.01,2.217129569477495e+25
KOI 1403.01,2.217129569477495e+25
KOI 438.01,2.241362881660278e+25
KOI 2022.01,2.1930317888725206e+25
KOI 1198.02,2.217129569477495e+25
KOI 4811.01,2.217129569477495e+25
KOI 4813.01,2.241362881660278e+25
KOI 1889.02,2.241362881660278e+25
KOI 1194.01,2.241362881660278e+25
KOI 2550.01,2.1690694967119046e+25
KOI 4356.01,2.217129569477495e+25
KOI 4999.01,2.1930317888725206e+25
KOI 3042.01,2.241362881660278e+25
KOI 1599.01,2.241362881660278e+25
KOI 3404.01,2.241362881660278e+25
KOI 1916.02,2.217129569477495e+25
KOI 1436.02,2.241362881660278e+25
KOI 2778.01,2.217129569477495e+25
KOI 1422.01,2.217129569477495e+25
KOI 2183.01,2.1930317888725206e+25
KOI 1599.02,2.241362881660278e+25
KOI 2687.01,2.241362881660278e+25
KOI 1432.01,2.217129569477495e+25
KOI 2524.01,2.217129569477495e+25
KOI 2307.01,2.241362881660278e+25
KOI 2523.01,2.1690694967119046e+25
KOI 2711.02,2.1690694967119046e+25
KOI 3261.01,2.1930317888725206e+25
KOI 1833.02,2.207474195856824e+25
KOI 2335.01,2.241362881660278e+25
KOI 5939.01,2.1690694967119046e+25
KOI 2351.01,2.241362881660278e+25
KOI 786.01,2.1930317888725206e+25
KOI 2442.01,2.217129569477495e+25
KOI 3004.02,2.241362881660278e+25
KOI 1148.01,2.1690694967119046e+25
KOI 2361.01,2.241362881660278e+25
KOI 3396.01,2.217129569477495e+25
KOI 4890.01,2.241362881660278e+25
KOI 4269.02,2.241362881660278e+25
KOI 1715.01,2.1930317888725206e+25
KOI 3287.01,2.1858288769058873e+25
KOI 2652.01,2.241362881660278e+25
KOI 3741.02,2.241362881660278e+25
KOI 2217.01,2.241362881660278e+25
KOI 3337.01,2.1930317888725206e+25
KOI 4398.01,2.241362881660278e+25
KOI 1238.01,2.241362881660278e+25
KOI 2472.01,2.241362881660278e+25
KOI 4500.01,2.241362881660278e+25
KOI 1952.01,2.1690694967119046e+25
KOI 5357.01,2.241362881660278e+25
KOI 1370.01,2.1690694967119046e+25
KOI 4366.01,2.241362881660278e+25
KOI 5459.01,2.2219653880113363e+25
KOI 4595.01,2.241362881660278e+25
KOI 2162.01,2.217129569477495e+25
KOI 2739.01,2.241362881660278e+25
KOI 1364.04,2.1930317888725206e+25
KOI 3271.01,2.241362881660278e+25
KOI 5556.01,2.241362881660278e+25
KOI 1530.01,2.217129569477495e+25
KOI 5949.01,2.1690694967119046e+25
KOI 1747.01,2.241362881660278e+25
KOI 2371.01,2.241362881660278e+25
KOI 1520.01,2.241362881660278e+25
HD 85512 b,2.1636256110000002e+25
KOI 3352.01,2.1215512041066386e+25
KOI 332.01,2.097995116305002e+25
KOI 2415.01,2.0512888376417147e+25
KOI 2212.01,2.0512888376417147e+25
KOI 561.01,2.0512888376417147e+25
KOI 273.01,2.0512888376417147e+25
KOI 4991.01,2.097995116305002e+25
KOI 3097.01,2.0512888376417147e+25
KOI 573.02,2.097995116305002e+25
KOI 1726.01,2.097995116305002e+25
KOI 663.02,2.1215512041066386e+25
KOI 232.03,2.0512888376417147e+25
KOI 3848.01,2.1026955073556545e+25
KOI 3232.01,2.097995116305002e+25
KOI 1608.01,2.1215512041066386e+25
KOI 710.02,2.0745743422291453e+25
KOI 232.04,2.1215512041066386e+25
KOI 1891.01,2.1215512041066386e+25
KOI 2595.01,2.0512888376417147e+25
KOI 384.01,2.1215512041066386e+25
KOI 5671.01,2.0512888376417147e+25
KOI 1882.01,2.0745743422291453e+25
KOI 1475.02,2.0745743422291453e+25
KOI 2719.01,2.0512888376417147e+25
KOI 457.01,2.097995116305002e+25
KOI 177.01,2.097995116305002e+25
KOI 248.03,2.097995116305002e+25
KOI 2525.01,2.1215512041066386e+25
KOI 3237.01,2.0933001378041026e+25
KOI 1377.01,2.0512888376417147e+25
KOI 992.01,2.1215512041066386e+25
KOI 2290.01,2.1215512041066386e+25
KOI 446.01,2.1452426496459845e+25
KOI 1871.02,2.0512888376417147e+25
KOI 2286.01,2.1215512041066386e+25
KOI 641.01,2.0745743422291453e+25
KOI 312.02,2.097995116305002e+25
KOI 1746.01,2.1452426496459845e+25
KOI 3307.01,2.0933001378041026e+25
KOI 2250.02,2.1215512041066386e+25
KOI 598.02,2.1215512041066386e+25
KOI 4820.01,2.147619240563283e+25
KOI 2061.01,2.0745743422291453e+25
KOI 4754.01,2.1452426496459845e+25
KOI 5169.01,2.097995116305002e+25
KOI 343.02,2.1452426496459845e+25
KOI 446.02,2.0512888376417147e+25
KOI 222.02,2.1215512041066386e+25
KOI 4827.01,2.1452426496459845e+25
KOI 1404.01,2.1452426496459845e+25
KOI 285.03,2.097995116305002e+25
KOI 4775.01,2.0745743422291453e+25
KOI 1973.01,2.1215512041066386e+25
KOI 2406.01,2.0512888376417147e+25
KOI 4626.01,2.0745743422291453e+25
KOI 5579.01,2.0512888376417147e+25
KOI 2194.01,2.097995116305002e+25
KOI 3101.01,2.0745743422291453e+25
KOI 4758.01,2.005123458841196e+25
KOI 307.01,2.005123458841196e+25
KOI 3072.01,2.005123458841196e+25
KOI 270.01,2.005123458841196e+25
KOI 1083.01,2.005123458841196e+25
KOI 2340.01,2.005123458841196e+25
KOI 2655.01,2.005123458841196e+25
KOI 2506.01,2.005123458841196e+25
KOI 2398.01,2.005123458841196e+25
KOI 4764.01,2.005123458841196e+25
KOI 2194.02,2.0327577981305593e+25
KOI 4748.01,2.005123458841196e+25
KOI 3353.01,2.0396967975197587e+25
KOI 2875.01,2.005123458841196e+25
KOI 2458.01,2.005123458841196e+25
KOI 1803.01,2.005123458841196e+25
KOI 2451.01,2.005123458841196e+25
KOI 1831.04,2.005123458841196e+25
KOI 2894.01,2.005123458841196e+25
KOI 5965.01,2.005123458841196e+25
KOI 2236.02,2.005123458841196e+25
KOI 3403.01,2.0327577981305593e+25
KOI 3483.01,2.005123458841196e+25
KOI 2729.01,2.005123458841196e+25
KOI 496.01,2.005123458841196e+25
KOI 700.04,2.005123458841196e+25
KOI 2363.01,2.005123458841196e+25
KOI 1683.01,2.005123458841196e+25
KOI 2619.01,2.005123458841196e+25
KOI 2180.01,2.005123458841196e+25
KOI 1815.01,2.005123458841196e+25
KOI 1824.02,2.0281385580775396e+25
KOI 571.02,2.0281385580775396e+25
KOI 2179.01,2.005123458841196e+25
KOI 1716.01,2.005123458841196e+25
KOI 2257.02,2.005123458841196e+25
KOI 2927.01,2.005123458841196e+25
KOI 593.03,2.0281385580775396e+25
KOI 2193.02,2.005123458841196e+25
KOI 3262.01,1.9822434950045303e+25
KOI 861.01,1.9822434950045303e+25
KOI 2485.02,1.9799629293311064e+25
KOI 2439.01,1.9822434950045303e+25
KOI 232.05,1.9822434950045303e+25
KOI 1216.01,1.9822434950045303e+25
KOI 5101.01,1.9822434950045303e+25
KOI 1163.01,1.9822434950045303e+25
KOI 1437.01,1.9822434950045303e+25
KOI 610.01,1.9822434950045303e+25
KOI 260.03,1.9822434950045303e+25
KOI 1306.04,1.9594986214041485e+25
KOI 3429.01,1.9594986214041485e+25
KOI 605.01,1.9594986214041485e+25
KOI 4226.01,1.961767030995612e+25
KOI 2160.01,1.9594986214041485e+25
KOI 2471.01,1.9594986214041485e+25
KOI 2717.01,1.9594986214041485e+25
KOI 5202.01,1.9594986214041485e+25
KOI 5212.01,1.9549658535213353e+25
KOI 3308.01,1.9527014951388967e+25
KOI 5007.01,1.936888792638856e+25
KOI 2129.01,1.936888792638856e+25
KOI 2529.01,1.936888792638856e+25
KOI 1722.01,1.936888792638856e+25
KOI 2369.02,1.936888792638856e+25
KOI 2302.01,1.936888792638856e+25
KOI 670.01,1.936888792638856e+25
KOI 3408.01,1.936888792638856e+25
KOI 2195.02,1.936888792638856e+25
KOI 2117.01,1.936888792638856e+25
KOI 1024.01,1.9144139630670622e+25
KOI 2711.01,1.9144139630670622e+25
KOI 1955.04,1.9076978321849084e+25
KOI 2654.01,1.9144139630670622e+25
MOA-2007-BLG-192L b,1.8987e+25
KOI 2529.02,1.8920740868041357e+25
KOI 2147.01,1.8920740868041357e+25
KOI 5325.01,1.8920740868041357e+25
KOI 5232.01,1.8876223018934982e+25
KOI 3459.01,1.8876223018934982e+25
KOI 2714.01,1.8920740868041357e+25
KOI 1934.01,1.8920740868041357e+25
KOI 817.01,1.8698691177197192e+25
KOI 3345.01,1.8698691177197192e+25
KOI 2111.01,1.8698691177197192e+25
KOI 1511.01,1.8698691177197192e+25
KOI 3296.01,1.8698691177197192e+25
KOI 717.01,1.8698691177197192e+25
KOI 4007.01,1.8698691177197192e+25
KOI 1396.02,1.8698691177197192e+25
KOI 2048.01,1.8698691177197192e+25
KOI 1701.01,1.8477990094349988e+25
KOI 886.03,1.8477990094349988e+25
KOI 3420.02,1.8477990094349988e+25
KOI 4021.02,1.8455994141574449e+25
KOI 972.02,1.8477990094349988e+25
KOI 2078.01,1.8477990094349988e+25
KOI 268.01,1.8477990094349988e+25
KOI 94.04,1.8477990094349988e+25
KOI 2785.01,1.8477990094349988e+25
KOI 301.01,1.8477990094349988e+25
KOI 5762.01,1.8477990094349988e+25
KOI 1413.03,1.8258637153199258e+25
KOI 2319.01,1.8258637153199258e+25
KOI 2935.01,1.8258637153199258e+25
KOI 3496.02,1.8302399912561243e+25
KOI 869.04,1.8258637153199258e+25
KOI 3363.01,1.8302399912561243e+25
KOI 2034.02,1.8258637153199258e+25
KOI 4541.01,1.8258637153199258e+25
KOI 1602.01,1.8258637153199258e+25
KOI 1710.01,1.8258637153199258e+25
KOI 2047.01,1.8258637153199258e+25
KOI 4885.01,1.8258637153199258e+25
KOI 3266.01,1.8193094088460071e+25
KOI 4391.01,1.8084125147325016e+25
KOI 2093.02,1.8040631884903912e+25
KOI 4570.01,1.8040631884903912e+25
KOI 2053.01,1.8040631884903912e+25
KOI 2200.01,1.8040631884903912e+25
KOI 700.02,1.8040631884903912e+25
KOI 117.02,1.8040631884903912e+25
KOI 5257.01,1.8040631884903912e+25
KOI 1633.01,1.8040631884903912e+25
KOI 4480.01,1.8040631884903912e+25
KOI 4586.01,1.8040631884903912e+25
KOI 2835.01,1.8040631884903912e+25
KOI 5856.01,1.7953807020476338e+25
KOI 3462.02,1.782397381805352e+25
KOI 1142.01,1.782397381805352e+25
KOI 2279.01,1.782397381805352e+25
KOI 4848.01,1.782397381805352e+25
KOI 579.02,1.782397381805352e+25
KOI 1336.04,1.782397381805352e+25
KOI 2096.01,1.782397381805352e+25
KOI 4625.01,1.782397381805352e+25
KOI 481.02,1.782397381805352e+25
KOI 4877.01,1.782397381805352e+25
KOI 3267.01,1.782397381805352e+25
KOI 1102.04,1.782397381805352e+25
KOI 1833.03,1.7759239031484322e+25
KOI 1630.01,1.782397381805352e+25
KOI 834.03,1.782397381805352e+25
KOI 2243.02,1.782397381805352e+25
KOI 2597.02,1.782397381805352e+25
KOI 2073.02,1.782397381805352e+25
KOI 1127.02,1.782397381805352e+25
KOI 1161.01,1.782397381805352e+25
KOI 2422.01,1.782397381805352e+25
KOI 4333.01,1.782397381805352e+25
KOI 3123.01,1.782397381805352e+25
KOI 2789.01,1.782397381805352e+25
KOI 2822.01,1.782397381805352e+25
KOI 2168.02,1.782397381805352e+25
KOI 534.02,1.782397381805352e+25
KOI 921.03,1.782397381805352e+25
KOI 5788.01,1.782397381805352e+25
KOI 1760.02,1.782397381805352e+25
KOI 2868.01,1.782397381805352e+25
KOI 2837.01,1.782397381805352e+25
KOI 3421.01,1.769462543755811e+25
KOI 1441.01,1.7608662478639093e+25
KOI 993.01,1.7608662478639093e+25
KOI 341.02,1.7608662478639093e+25
KOI 1992.01,1.7608662478639093e+25
KOI 118.01,1.7608662478639093e+25
KOI 1992.02,1.7608662478639093e+25
KOI 1212.01,1.7608662478639093e+25
KOI 986.02,1.7608662478639093e+25
KOI 5376.01,1.7608662478639093e+25
KOI 2145.01,1.7608662478639093e+25
KOI 1312.01,1.7394697390023343e+25
KOI 5826.01,1.7394697390023343e+25
KOI 2397.01,1.7394697390023343e+25
KOI 5087.01,1.7394697390023343e+25
KOI 284.01,1.7394697390023343e+25
KOI 4386.01,1.7394697390023343e+25
KOI 3246.01,1.7373374906526004e+25
